ts_hour_tz,time_index,S1_201,S2_201,S3_201
2024-02-13 04:00:00,E001037,21.304,104.159,42.282
2024-02-13 05:00:00,E001038,26.457,101.061,55.179
2024-02-13 06:00:00,E001039,26.186,106.662,35.974
2024-02-13 07:00:00,E001040,22.555,107.536,47.043
2024-02-13 08:00:00,E001041,24.274,94.222,59.391
2024-02-13 09:00:00,E001042,19.968,91.128,42.367
2024-02-13 10:00:00,E001043,14.668,95.766,64.189
2024-02-13 11:00:00,E001044,21.284,94.018,45.19
2024-02-13 12:00:00,E001045,19.627,105.709,38.328
2024-02-13 13:00:00,E001046,23.366,95.45,64.493
2024-02-13 14:00:00,E001047,24.112,100.558,42.803
2024-02-13 15:00:00,E001048,20.728,97.419,39.087
2024-02-13 16:00:00,E001049,27.871,98.482,29.029
2024-02-13 17:00:00,E001050,18.769,106.031,43.108
2024-02-13 18:00:00,E001051,22.071,107.266,39.171
2024-02-13 19:00:00,E001052,24.524,97.894,49.319
2024-02-13 20:00:00,E001053,21.248,100.068,51.151
2024-02-13 21:00:00,E001054,24.894,100.456,41.463
2024-02-13 22:00:00,E001055,27.617,104.306,42.066
2024-02-13 23:00:00,E001056,20.41,106.527,45.866
2024-02-14 00:00:00,E001057,21.977,101.886,47.533
2024-02-14 01:00:00,E001058,22.319,107.439,54.445
2024-02-14 02:00:00,E001059,24.202,108.311,45.064
2024-02-14 03:00:00,E001060,24.709,106.423,52.643
2024-02-14 04:00:00,E001061,25.431,104.519,59.678
2024-02-14 05:00:00,E001062,20.773,100.508,43.391
2024-02-14 06:00:00,E001063,21.322,91.157,55.311
2024-02-14 07:00:00,E001064,19.217,102.166,34.336
2024-02-14 08:00:00,E001065,24.486,97.294,36.48
2024-02-14 09:00:00,E001066,23.122,97.726,40.694
2024-02-14 10:00:00,E001067,23.05,105.38,38.862
2024-02-14 11:00:00,E001068,19.328,101.42,49.044
2024-02-14 12:00:00,E001069,27.181,95.836,42.615
2024-02-14 13:00:00,E001070,26.263,111.363,37.552
2024-02-14 14:00:00,E001071,20.136,103.244,40.667
2024-02-14 15:00:00,E001072,20.07,102.547,56.621
2024-02-14 16:00:00,E001073,18.31,108.942,40.689
2024-02-14 17:00:00,E001074,23.607,109.413,47.44
2024-02-14 18:00:00,E001075,21.548,104.963,43.701
2024-02-14 19:00:00,E001076,24.168,100.256,51.459
2024-02-14 20:00:00,E001077,18.038,96.131,34.433
2024-02-14 21:00:00,E001078,22.319,93.499,39.811
2024-02-14 22:00:00,E001079,18.956,108.846,37.57
2024-02-14 23:00:00,E001080,18.383,102.567,57.651
2024-02-15 00:00:00,E001081,22.129,101.103,54.681
2024-02-15 01:00:00,E001082,25.31,103.47,40.632
2024-02-15 02:00:00,E001083,23.959,94.36,40.322
2024-02-15 03:00:00,E001084,27.081,107.94,48.281
2024-02-15 04:00:00,E001085,16.326,95.138,39.904
2024-02-15 05:00:00,E001086,21.951,94.923,43.153
2024-02-15 06:00:00,E001087,28.155,103.344,46.641
2024-02-15 07:00:00,E001088,19.244,92.941,35.789
2024-02-15 08:00:00,E001089,17.126,101.683,47.879
2024-02-15 09:00:00,E001090,19.411,102.054,56.017
2024-02-15 10:00:00,E001091,28.765,105.229,43.689
2024-02-15 11:00:00,E001092,24.862,108.194,29.946
2024-02-15 12:00:00,E001093,27.243,98.523,40.988
2024-02-15 13:00:00,E001094,21.364,102.932,36.666
2024-02-15 14:00:00,E001095,21.589,103.979,46.639
2024-02-15 15:00:00,E001096,23.719,99.648,50.203
2024-02-15 16:00:00,E001097,25.881,106.382,48.207
2024-02-15 17:00:00,E001098,25.504,105.742,65.074
2024-02-15 18:00:00,E001099,26.398,100.847,38.162
2024-02-15 19:00:00,E001100,21.664,99.608,48.836
2024-02-15 20:00:00,E001101,20.259,107.38,34.578
2024-02-15 21:00:00,E001102,17.276,100.611,38.681
2024-02-15 22:00:00,E001103,18.474,98.051,39.289
2024-02-15 23:00:00,E001104,22.532,98.136,40.956
2024-02-16 00:00:00,E001105,22.484,106.473,56.031
2024-02-16 01:00:00,E001106,22.973,102.45,43.626
2024-02-16 02:00:00,E001107,24.04,103.29,54.944
2024-02-16 03:00:00,E001108,16.456,100.104,47.544
2024-02-16 04:00:00,E001109,22.416,96.51,35.255
2024-02-16 05:00:00,E001110,25.08,97.44,31.838
2024-02-16 06:00:00,E001111,25.241,103.641,44.131
2024-02-16 07:00:00,E001112,19.573,100.721,54.117
2024-02-16 08:00:00,E001113,17.333,93.324,40.292
2024-02-16 09:00:00,E001114,22.415,98.769,49.821
2024-02-16 10:00:00,E001115,25.984,102.722,49.203
2024-02-16 11:00:00,E001116,23.371,101.348,35.298
2024-02-16 12:00:00,E001117,19.21,94.41,43.886
2024-02-16 13:00:00,E001118,23.243,93.909,45.544
2024-02-16 14:00:00,E001119,19.699,95.847,40.31
2024-02-16 15:00:00,E001120,18.914,104.394,43.74
2024-02-16 16:00:00,E001121,25.109,99.038,41.957
2024-02-16 17:00:00,E001122,28.495,93.022,54.634
2024-02-16 18:00:00,E001123,27.794,105.206,42.521
2024-02-16 19:00:00,E001124,27.066,99.659,39.707
2024-02-16 20:00:00,E001125,21.258,98.392,37.9
2024-02-16 21:00:00,E001126,26.052,97.355,44.778
2024-02-16 22:00:00,E001127,17.88,101.457,36.331
2024-02-16 23:00:00,E001128,18.722,100.743,52.927
2024-02-17 00:00:00,E001129,23.909,103.897,44.026
2024-02-17 01:00:00,E001130,21.426,105.335,40.776
2024-02-17 02:00:00,E001131,25.17,107.603,38.69
2024-02-17 03:00:00,E001132,20.278,98.517,33.998
2024-02-17 04:00:00,E001133,20.998,107.937,37.158
2024-02-17 05:00:00,E001134,26.741,99.089,60.855
2024-02-17 06:00:00,E001135,20.318,100.566,38.174
2024-02-17 07:00:00,E001136,20.299,108.125,48.559
2024-02-17 08:00:00,E001137,25.792,94.59,49.911
2024-02-17 09:00:00,E001138,19.391,94.48,46.791
2024-02-17 10:00:00,E001139,23.231,101.572,50.382
2024-02-17 11:00:00,E001140,25.295,108.796,36.072
2024-02-17 12:00:00,E001141,27.306,110.9,42.253
2024-02-17 13:00:00,E001142,17.161,94.244,41.536
2024-02-17 14:00:00,E001143,28.945,101.387,40.371
2024-02-17 15:00:00,E001144,20.307,94.554,51.559
2024-02-17 16:00:00,E001145,22.205,112.009,49.712
2024-02-17 17:00:00,E001146,25.156,100.065,36.817
2024-02-17 18:00:00,E001147,19.705,94.317,51.828
2024-02-17 19:00:00,E001148,21.268,106.158,46.019
2024-02-17 20:00:00,E001149,21.563,95.335,47.262
2024-02-17 21:00:00,E001150,21.8,105.901,39.634
2024-02-17 22:00:00,E001151,24.472,109.668,47.044
2024-02-17 23:00:00,E001152,25.013,104.217,59.236
2024-02-18 00:00:00,E001153,23.689,104.87,44.728
2024-02-18 01:00:00,E001154,20.022,95.138,54.502
2024-02-18 02:00:00,E001155,19.273,105.104,48.12
2024-02-18 03:00:00,E001156,25.437,98.675,39.07
2024-02-18 04:00:00,E001157,23.711,99.809,35.767
2024-02-18 05:00:00,E001158,28.703,97.264,37.548
2024-02-18 06:00:00,E001159,21.725,107.69,28.749
2024-02-18 07:00:00,E001160,26.244,96.651,46.984
2024-02-18 08:00:00,E001161,20.337,111.459,45.935
2024-02-18 09:00:00,E001162,20.234,99.764,45.672
2024-02-18 10:00:00,E001163,23.069,103.538,44.989
2024-02-18 11:00:00,E001164,18.093,99.565,49.55
2024-02-18 12:00:00,E001165,20.356,104.731,45.238
2024-02-18 13:00:00,E001166,21.803,107.39,31.964
2024-02-18 14:00:00,E001167,20.339,107.585,58.725
2024-02-18 15:00:00,E001168,29.815,101.557,48.434
2024-02-18 16:00:00,E001169,25.116,107.803,47.348
2024-02-18 17:00:00,E001170,25.464,103.645,48.917
2024-02-18 18:00:00,E001171,19.561,99.621,41.079
2024-02-18 19:00:00,E001172,18.696,92.877,41.823
2024-02-18 20:00:00,E001173,21.656,101.836,49.168
2024-02-18 21:00:00,E001174,23.102,99.99,38.137
2024-02-18 22:00:00,E001175,25.307,100.781,41.747
2024-02-18 23:00:00,E001176,21.903,97.563,41.02
2024-02-19 00:00:00,E001177,20.7,99.835,49.918
2024-02-19 01:00:00,E001178,23.803,109.188,54.088
2024-02-19 02:00:00,E001179,28.761,104.152,49.073
2024-02-19 03:00:00,E001180,20.94,105.513,40.079
2024-02-19 04:00:00,E001181,17.795,109.084,35.631
2024-02-19 05:00:00,E001182,23.904,96.81,53.45
2024-02-19 06:00:00,E001183,26.541,103.999,54.348
2024-02-19 07:00:00,E001184,22.523,112.694,50.596
2024-02-19 08:00:00,E001185,19.618,101.655,43.856
2024-02-19 09:00:00,E001186,21.699,92.849,47.901
2024-02-19 10:00:00,E001187,18.066,88.42,42.42
2024-02-19 11:00:00,E001188,20.081,96.906,21.727
2024-02-19 12:00:00,E001189,19.777,100.414,40.244
2024-02-19 13:00:00,E001190,23.739,108.403,48.873
2024-02-19 14:00:00,E001191,25.784,106.957,37.359
2024-02-19 15:00:00,E001192,23.905,106.375,41.73
2024-02-19 16:00:00,E001193,19.97,104.005,33.888
2024-02-19 17:00:00,E001194,19.018,97.9,48.379
2024-02-19 18:00:00,E001195,23.201,106.565,38.086
2024-02-19 19:00:00,E001196,19.378,103.972,39.01
2024-02-19 20:00:00,E001197,20.569,91.83,47.181
2024-02-19 21:00:00,E001198,27.432,96.051,52.663
2024-02-19 22:00:00,E001199,22.31,92.296,38.29
2024-02-19 23:00:00,E001200,19.439,99.686,48.146
2024-02-20 00:00:00,E001201,28.417,94.001,41.364
2024-02-20 01:00:00,E001202,19.633,94.833,45.716
2024-02-20 02:00:00,E001203,22.505,92.05,45.136
2024-02-20 03:00:00,E001204,18.643,101.36,54.521
2024-02-20 04:00:00,E001205,23.982,102.205,41.034
2024-02-20 05:00:00,E001206,22.714,104.173,48.481
2024-02-20 06:00:00,E001207,22.182,102.409,35.126
2024-02-20 07:00:00,E001208,20.15,104.909,51.315
2024-02-20 08:00:00,E001209,22.8,108.843,48.81
2024-02-20 09:00:00,E001210,21.754,95.079,55.79
2024-02-20 10:00:00,E001211,24.965,110.471,61.251
2024-02-20 11:00:00,E001212,18.382,94.75,23.526
2024-02-20 12:00:00,E001213,25.439,104.648,45.733
2024-02-20 13:00:00,E001214,18.576,100.846,46.385
2024-02-20 14:00:00,E001215,25.005,102.692,49.979
2024-02-20 15:00:00,E001216,22.103,107.326,49.738
2024-02-20 16:00:00,E001217,18.702,108.385,54.192
2024-02-20 17:00:00,E001218,23.99,102.732,57.44
2024-02-20 18:00:00,E001219,17.273,107.63,41.428
2024-02-20 19:00:00,E001220,26.005,101.914,35.678
2024-02-20 20:00:00,E001221,20.911,106.511,43.423
2024-02-20 21:00:00,E001222,20.511,98.096,49.817
2024-02-20 22:00:00,E001223,28.102,90.381,66.005
2024-02-20 23:00:00,E001224,23.152,104.259,41.728
2024-02-21 00:00:00,E001225,22.489,102.282,37.132
2024-02-21 01:00:00,E001226,19.922,107.341,33.357
2024-02-21 02:00:00,E001227,23.911,99.41,37.795
2024-02-21 03:00:00,E001228,28.81,96.432,36.524
2024-02-21 04:00:00,E001229,21.902,97.38,45.048
2024-02-21 05:00:00,E001230,22.997,102.497,44.071
2024-02-21 06:00:00,E001231,20.253,104.581,44.162
2024-02-21 07:00:00,E001232,20.914,108.848,44.09
2024-02-21 08:00:00,E001233,25.994,107.557,54.658
2024-02-21 09:00:00,E001234,24.712,101.297,44.52
2024-02-21 10:00:00,E001235,21.719,90.249,50.391
2024-02-21 11:00:00,E001236,23.282,105.51,44.122
2024-02-21 12:00:00,E001237,24.627,94.275,36.231
2024-02-21 13:00:00,E001238,14.576,100.615,39.206
2024-02-21 14:00:00,E001239,19.609,103.007,41.809
2024-02-21 15:00:00,E001240,17.914,114.278,44.722
2024-02-21 16:00:00,E001241,19.034,97.884,43.701
2024-02-21 17:00:00,E001242,21.939,107.941,44.404
2024-02-21 18:00:00,E001243,28.437,99.095,48.198
2024-02-21 19:00:00,E001244,25.77,107.395,54.839
2024-02-21 20:00:00,E001245,21.63,101.272,26.404
2024-02-21 21:00:00,E001246,21.873,106.865,51.726
2024-02-21 22:00:00,E001247,22.223,109.966,42.12
2024-02-21 23:00:00,E001248,20.208,98.912,36.582
2024-02-22 00:00:00,E001249,24.492,102.771,49.575
2024-02-22 01:00:00,E001250,21.174,101.004,28.662
2024-02-22 02:00:00,E001251,23.704,101.804,36.746
2024-02-22 03:00:00,E001252,22.165,99.985,58.232
2024-02-22 04:00:00,E001253,19.104,102.99,36.819
2024-02-22 05:00:00,E001254,20.715,102.712,43.415
2024-02-22 06:00:00,E001255,22.481,102.997,41.297
2024-02-22 07:00:00,E001256,25.329,99.742,44.268
2024-02-22 08:00:00,E001257,23.656,102.458,49.832
2024-02-22 09:00:00,E001258,23.514,103.692,42.56
2024-02-22 10:00:00,E001259,19.08,94.019,32.47
2024-02-22 11:00:00,E001260,28.141,90.015,53.953
2024-02-22 12:00:00,E001261,19.873,107.351,28.481
2024-02-22 13:00:00,E001262,21.748,108.716,50.349
2024-02-22 14:00:00,E001263,21.421,91.391,35.081
2024-02-22 15:00:00,E001264,26.945,99.524,44.461
2024-02-22 16:00:00,E001265,23.407,94.656,48.055
2024-02-22 17:00:00,E001266,21.157,102.798,40.665
2024-02-22 18:00:00,E001267,17.466,99.12,49.806
2024-02-22 19:00:00,E001268,23.761,101.458,51.736
2024-02-22 20:00:00,E001269,21.848,101.587,41.402
2024-02-22 21:00:00,E001270,25.561,102.787,40.823
2024-02-22 22:00:00,E001271,17.735,106.935,39.42
2024-02-22 23:00:00,E001272,22.731,113.298,51.011
2024-02-23 00:00:00,E001273,27.656,98.556,53.032
2024-02-23 01:00:00,E001274,22.585,103.167,60.156
2024-02-23 02:00:00,E001275,21.608,101.398,38.226
2024-02-23 03:00:00,E001276,25.343,98.441,52.67
2024-02-23 04:00:00,E001277,17.22,104.098,40.172
2024-02-23 05:00:00,E001278,24.838,101.231,40.985
2024-02-23 06:00:00,E001279,21.263,96.963,51.283
2024-02-23 07:00:00,E001280,19.144,99.938,47.589
2024-02-23 08:00:00,E001281,27.663,101.253,43.181
2024-02-23 09:00:00,E001282,23.376,90.725,36.01
2024-02-23 10:00:00,E001283,21.299,97.664,32.994
2024-02-23 11:00:00,E001284,25.245,102.625,46.052
2024-02-23 12:00:00,E001285,20.279,101.705,48.858
2024-02-23 13:00:00,E001286,21.652,103.567,39.03
2024-02-23 14:00:00,E001287,22.812,107.127,54.24
2024-02-23 15:00:00,E001288,26.748,102.756,45.237
2024-02-23 16:00:00,E001289,21.064,92.082,34.913
2024-02-23 17:00:00,E001290,21.962,100.748,55.592
2024-02-23 18:00:00,E001291,26.707,97.799,51.137
2024-02-23 19:00:00,E001292,20.973,104.781,51.045
2024-02-23 20:00:00,E001293,26.475,98.788,52.607
2024-02-23 21:00:00,E001294,16.507,107.911,44.812
2024-02-23 22:00:00,E001295,22.488,90.909,42.085
2024-02-23 23:00:00,E001296,26.838,99.124,50.351
2024-02-24 00:00:00,E001297,22.611,106.72,46.436
2024-02-24 01:00:00,E001298,19.518,101.588,57.009
2024-02-24 02:00:00,E001299,24.092,100.706,61.918
2024-02-24 03:00:00,E001300,26.209,105.465,47.38
2024-02-24 04:00:00,E001301,24.837,105.19,28.629
2024-02-24 05:00:00,E001302,23.764,100.48,41.252
2024-02-24 06:00:00,E001303,21.875,93.365,31.465
2024-02-24 07:00:00,E001304,26.489,103.657,26.902
2024-02-24 08:00:00,E001305,20.656,105.791,42.9
2024-02-24 09:00:00,E001306,26.484,106.654,34.825
2024-02-24 10:00:00,E001307,22.041,99.015,34.581
2024-02-24 11:00:00,E001308,17.846,97.189,40.193
2024-02-24 12:00:00,E001309,23.406,106.625,48.852
2024-02-24 13:00:00,E001310,24.901,99.94,49.523
2024-02-24 14:00:00,E001311,22.025,99.048,59.228
2024-02-24 15:00:00,E001312,15.042,91.746,47.87
2024-02-24 16:00:00,E001313,21.652,93.971,37.09
2024-02-24 17:00:00,E001314,19.542,105.851,54.093
2024-02-24 18:00:00,E001315,27.747,93.196,34.747
2024-02-24 19:00:00,E001316,17.906,107.873,48.129
2024-02-24 20:00:00,E001317,22.757,102.471,44.574
2024-02-24 21:00:00,E001318,18.912,103.917,43.604
2024-02-24 22:00:00,E001319,18.659,104.229,41.807
2024-02-24 23:00:00,E001320,23.228,100.663,51.685
2024-02-25 00:00:00,E001321,23.205,96.793,47.415
2024-02-25 01:00:00,E001322,23.635,103.908,52.769
2024-02-25 02:00:00,E001323,20.529,104.706,32.064
2024-02-25 03:00:00,E001324,22.116,99.899,55.859
2024-02-25 04:00:00,E001325,22.0,104.401,31.787
2024-02-25 05:00:00,E001326,21.374,96.984,63.566
2024-02-25 06:00:00,E001327,20.366,101.674,45.949
2024-02-25 07:00:00,E001328,17.414,98.617,48.036
2024-02-25 08:00:00,E001329,22.774,89.568,40.748
2024-02-25 09:00:00,E001330,25.767,104.3,54.135
2024-02-25 10:00:00,E001331,19.346,107.833,44.667
2024-02-25 11:00:00,E001332,27.595,101.317,29.644
2024-02-25 12:00:00,E001333,25.218,99.038,42.178
2024-02-25 13:00:00,E001334,17.85,109.573,41.092
2024-02-25 14:00:00,E001335,27.54,99.101,38.042
2024-02-25 15:00:00,E001336,26.722,100.926,44.523
2024-02-25 16:00:00,E001337,18.399,98.966,48.215
2024-02-25 17:00:00,E001338,18.343,98.551,41.847
2024-02-25 18:00:00,E001339,22.713,108.846,42.75
2024-02-25 19:00:00,E001340,20.29,115.306,41.751
2024-02-25 20:00:00,E001341,21.89,99.475,42.924
2024-02-25 21:00:00,E001342,22.749,105.996,48.03
2024-02-25 22:00:00,E001343,25.947,106.625,46.564
2024-02-25 23:00:00,E001344,23.704,106.955,36.666
2024-02-26 00:00:00,E001345,30.494,98.686,42.368
2024-02-26 01:00:00,E001346,18.622,95.271,52.305
2024-02-26 02:00:00,E001347,29.765,98.407,47.605
2024-02-26 03:00:00,E001348,23.205,106.401,61.64
2024-02-26 04:00:00,E001349,27.367,100.083,48.966
2024-02-26 05:00:00,E001350,24.51,101.198,36.78
2024-02-26 06:00:00,E001351,19.944,107.156,54.385
2024-02-26 07:00:00,E001352,21.836,102.631,53.979
2024-02-26 08:00:00,E001353,17.046,99.024,60.134
2024-02-26 09:00:00,E001354,23.458,95.541,45.88
2024-02-26 10:00:00,E001355,25.769,88.313,46.322
2024-02-26 11:00:00,E001356,21.308,92.926,45.614
2024-02-26 12:00:00,E001357,22.063,101.177,42.388
2024-02-26 13:00:00,E001358,19.232,93.881,39.82
2024-02-26 14:00:00,E001359,25.25,102.489,44.481
2024-02-26 15:00:00,E001360,19.173,99.393,50.529
2024-02-26 16:00:00,E001361,24.115,98.866,25.414
2024-02-26 17:00:00,E001362,20.34,98.838,38.197
2024-02-26 18:00:00,E001363,21.178,105.464,44.72
2024-02-26 19:00:00,E001364,25.667,93.607,42.712
2024-02-26 20:00:00,E001365,16.295,99.124,37.158
2024-02-26 21:00:00,E001366,26.6,103.39,52.611
2024-02-26 22:00:00,E001367,21.126,96.099,37.113
2024-02-26 23:00:00,E001368,23.349,110.532,48.093
2024-02-27 00:00:00,E001369,21.301,100.337,44.765
2024-02-27 01:00:00,E001370,28.985,107.591,46.95
2024-02-27 02:00:00,E001371,22.851,102.827,48.707
2024-02-27 03:00:00,E001372,21.178,96.995,52.742
2024-02-27 04:00:00,E001373,22.57,106.139,57.346
2024-02-27 05:00:00,E001374,24.166,103.129,69.002
2024-02-27 06:00:00,E001375,23.162,95.738,42.891
2024-02-27 07:00:00,E001376,27.465,94.7,39.357
2024-02-27 08:00:00,E001377,26.041,99.915,44.173
2024-02-27 09:00:00,E001378,25.935,97.644,33.985
2024-02-27 10:00:00,E001379,18.056,104.267,46.943
2024-02-27 11:00:00,E001380,20.284,95.39,42.971
2024-02-27 12:00:00,E001381,26.073,97.037,40.03
2024-02-27 13:00:00,E001382,18.69,99.426,47.536
2024-02-27 14:00:00,E001383,29.269,102.411,44.597
2024-02-27 15:00:00,E001384,25.261,104.851,40.668
2024-02-27 16:00:00,E001385,29.867,101.176,46.773
2024-02-27 17:00:00,E001386,24.264,103.064,56.44
2024-02-27 18:00:00,E001387,20.612,105.295,46.234
2024-02-27 19:00:00,E001388,25.645,100.204,42.372
2024-02-27 20:00:00,E001389,24.843,103.126,38.848
2024-02-27 21:00:00,E001390,26.806,105.036,44.443
2024-02-27 22:00:00,E001391,21.002,103.157,49.954
2024-02-27 23:00:00,E001392,17.399,103.216,49.894
2024-02-28 00:00:00,E001393,14.972,102.301,50.21
2024-02-28 01:00:00,E001394,24.359,105.392,42.543
2024-02-28 02:00:00,E001395,19.172,92.121,53.192
2024-02-28 03:00:00,E001396,24.75,107.259,39.561
2024-02-28 04:00:00,E001397,25.072,93.636,38.479
2024-02-28 05:00:00,E001398,22.903,104.682,57.593
2024-02-28 06:00:00,E001399,21.732,96.885,38.121
2024-02-28 07:00:00,E001400,20.299,112.627,50.677
2024-02-28 08:00:00,E001401,26.06,100.081,44.988
2024-02-28 09:00:00,E001402,24.738,98.72,42.815
2024-02-28 10:00:00,E001403,20.341,99.018,45.367
2024-02-28 11:00:00,E001404,19.871,102.758,47.134
2024-02-28 12:00:00,E001405,21.926,97.08,45.787
2024-02-28 13:00:00,E001406,20.884,101.538,53.236
2024-02-28 14:00:00,E001407,18.491,112.385,44.456
2024-02-28 15:00:00,E001408,23.818,97.461,53.567
2024-02-28 16:00:00,E001409,22.098,99.29,40.684
2024-02-28 17:00:00,E001410,21.641,103.434,46.296
2024-02-28 18:00:00,E001411,22.372,97.672,39.231
2024-02-28 19:00:00,E001412,21.025,103.647,49.967
2024-02-28 20:00:00,E001413,25.051,101.293,47.877
2024-02-28 21:00:00,E001414,21.961,92.414,43.381
2024-02-28 22:00:00,E001415,21.299,96.001,40.745
2024-02-28 23:00:00,E001416,22.932,95.52,39.669
2024-02-29 00:00:00,E001417,27.453,93.126,43.626
2024-02-29 01:00:00,E001418,18.768,97.467,43.517
2024-02-29 02:00:00,E001419,19.34,104.227,55.134
2024-02-29 03:00:00,E001420,25.193,106.526,34.652
2024-02-29 04:00:00,E001421,21.722,103.684,51.534
2024-02-29 05:00:00,E001422,28.111,106.752,51.724
2024-02-29 06:00:00,E001423,30.928,101.791,42.832
2024-02-29 07:00:00,E001424,23.068,96.633,45.507
2024-02-29 08:00:00,E001425,16.974,98.599,44.135
2024-02-29 09:00:00,E001426,25.539,106.967,37.773
2024-02-29 10:00:00,E001427,29.143,102.057,46.8
2024-02-29 11:00:00,E001428,17.323,98.138,52.874
2024-02-29 12:00:00,E001429,23.043,101.85,46.704
2024-02-29 13:00:00,E001430,17.882,100.807,55.562
2024-02-29 14:00:00,E001431,25.977,100.661,56.728
2024-02-29 15:00:00,E001432,18.471,96.344,58.977
2024-02-29 16:00:00,E001433,24.35,99.827,44.585
2024-02-29 17:00:00,E001434,19.919,102.711,46.48
2024-02-29 18:00:00,E001435,22.564,95.385,46.986
2024-02-29 19:00:00,E001436,20.806,96.272,54.501
2024-02-29 20:00:00,E001437,29.443,111.207,49.876
2024-02-29 21:00:00,E001438,21.65,100.941,48.042
2024-02-29 22:00:00,E001439,21.155,108.026,29.732
2024-02-29 23:00:00,E001440,21.554,105.385,38.661
2024-03-01 00:00:00,E001441,21.732,104.328,56.387
2024-03-01 01:00:00,E001442,18.359,94.323,37.905
2024-03-01 02:00:00,E001443,17.58,93.821,37.705
2024-03-01 03:00:00,E001444,26.447,99.708,45.235
2024-03-01 04:00:00,E001445,19.443,104.531,59.068
2024-03-01 05:00:00,E001446,19.66,110.096,47.733
2024-03-01 06:00:00,E001447,22.554,103.341,47.929
2024-03-01 07:00:00,E001448,28.443,103.953,49.058
2024-03-01 08:00:00,E001449,21.151,105.579,37.824
2024-03-01 09:00:00,E001450,22.849,116.005,26.219
2024-03-01 10:00:00,E001451,23.246,102.685,43.289
2024-03-01 11:00:00,E001452,21.846,101.766,43.11
2024-03-01 12:00:00,E001453,23.21,98.813,60.168
2024-03-01 13:00:00,E001454,21.694,104.205,39.982
2024-03-01 14:00:00,E001455,25.486,105.041,48.144
2024-03-01 15:00:00,E001456,19.213,97.463,57.646
2024-03-01 16:00:00,E001457,20.057,104.569,37.915
2024-03-01 17:00:00,E001458,25.727,97.799,37.776
2024-03-01 18:00:00,E001459,20.221,98.476,48.035
2024-03-01 19:00:00,E001460,22.722,95.715,44.79
2024-03-01 20:00:00,E001461,18.841,104.582,51.202
2024-03-01 21:00:00,E001462,22.423,102.685,58.141
2024-03-01 22:00:00,E001463,21.996,96.484,49.344
2024-03-01 23:00:00,E001464,18.876,100.226,40.508
2024-03-02 00:00:00,E001465,20.254,100.025,51.749
2024-03-02 01:00:00,E001466,26.038,106.024,47.523
2024-03-02 02:00:00,E001467,21.675,89.275,47.757
2024-03-02 03:00:00,E001468,15.206,91.491,43.787
2024-03-02 04:00:00,E001469,23.347,98.999,56.516
2024-03-02 05:00:00,E001470,23.979,100.028,55.397
2024-03-02 06:00:00,E001471,27.508,103.914,39.186
2024-03-02 07:00:00,E001472,20.739,93.922,44.682
2024-03-02 08:00:00,E001473,19.14,99.622,46.955
2024-03-02 09:00:00,E001474,16.152,94.855,41.199
2024-03-02 10:00:00,E001475,22.332,98.781,42.971
2024-03-02 11:00:00,E001476,20.24,93.908,40.989
2024-03-02 12:00:00,E001477,21.818,99.717,45.838
2024-03-02 13:00:00,E001478,23.84,104.777,40.248
2024-03-02 14:00:00,E001479,17.457,107.785,47.891
2024-03-02 15:00:00,E001480,19.445,102.716,53.01
2024-03-02 16:00:00,E001481,28.033,102.578,52.948
2024-03-02 17:00:00,E001482,18.629,101.117,42.487
2024-03-02 18:00:00,E001483,23.596,109.517,46.874
2024-03-02 19:00:00,E001484,19.499,94.856,57.343
2024-03-02 20:00:00,E001485,24.144,103.585,42.422
2024-03-02 21:00:00,E001486,23.357,96.267,47.904
2024-03-02 22:00:00,E001487,18.74,99.468,40.178
2024-03-02 23:00:00,E001488,12.076,99.531,38.259
2024-03-03 00:00:00,E001489,21.827,101.309,58.259
2024-03-03 01:00:00,E001490,23.475,103.004,48.717
2024-03-03 02:00:00,E001491,25.29,103.617,47.113
2024-03-03 03:00:00,E001492,24.776,88.924,60.668
2024-03-03 04:00:00,E001493,27.587,102.407,34.402
2024-03-03 05:00:00,E001494,26.373,97.761,49.004
2024-03-03 06:00:00,E001495,18.395,112.655,34.183
2024-03-03 07:00:00,E001496,22.721,90.477,44.691
2024-03-03 08:00:00,E001497,21.139,107.1,41.81
2024-03-03 09:00:00,E001498,26.144,96.077,42.885
2024-03-03 10:00:00,E001499,21.662,103.828,47.763
2024-03-03 11:00:00,E001500,24.811,102.661,49.96
2024-03-03 12:00:00,E001501,19.627,103.283,57.062
2024-03-03 13:00:00,E001502,17.124,103.794,50.076
2024-03-03 14:00:00,E001503,27.176,105.003,45.752
2024-03-03 15:00:00,E001504,23.876,97.551,42.09
2024-03-03 16:00:00,E001505,18.226,108.884,48.376
2024-03-03 17:00:00,E001506,19.568,102.684,53.695
2024-03-03 18:00:00,E001507,25.677,96.569,21.496
2024-03-03 19:00:00,E001508,23.765,96.777,49.667
2024-03-03 20:00:00,E001509,25.541,106.98,58.086
2024-03-03 21:00:00,E001510,26.456,110.223,55.343
2024-03-03 22:00:00,E001511,27.192,101.092,35.33
2024-03-03 23:00:00,E001512,30.443,101.621,54.215
2024-03-04 00:00:00,E001513,20.739,106.216,26.663
2024-03-04 01:00:00,E001514,21.187,100.798,48.47
2024-03-04 02:00:00,E001515,25.93,95.72,49.95
2024-03-04 03:00:00,E001516,26.425,113.264,50.3
2024-03-04 04:00:00,E001517,21.03,94.814,58.719
