Case ID,Activity,Timestamp,Object _type,Attributes
TC_00328,CoatSurface,2024-01-09 11:05:00,Pallet,Batch:6890
TC_00445,ShipOrder,2024-02-06 04:47:00,Pallet,Len:409cm
TC_00069,ReworkWeld,2024-01-29 19:32:00,Pallet,Len:409cm
TC_00435,PackBox,2024-02-12 01:34:00,Tube,Batch:6890
TC_00031,CoatSurface,2024-02-03 04:46:00,Batch,Diam:13mm
TC_00333,CoatSurface,2024-01-17 22:21:00,Tube,Batch:6890
TC_00131,InspectVision,2024-02-26 10:13:00,Tube,Len:409cm
TC_00123,InspectVision,2024-03-03 08:24:00,Batch,Batch:6890
TC_00386,CutTube,2024-02-04 02:21:00,Tube,Len:409cm
TC_00133,HoldQA,2024-01-27 22:39:00,Batch,Diam:13mm
TC_00455,HoldQA,2024-03-12 10:19:00,Batch,Diam:13mm
TC_00356,CoatSurface,2024-03-30 03:12:00,Pallet,Len:409cm
TC_00494,ReworkWeld,2024-02-11 06:05:00,Tube,Diam:13mm
TC_00222,PackBox,2024-01-03 17:07:00,Tube,Batch:6890
TC_00376,CutTube,2024-02-15 16:34:00,Tube,Batch:6890
TC_00418,ReworkWeld,2024-02-23 20:03:00,Batch,Batch:6890
TC_00307,CoatSurface,2024-03-08 21:52:00,Batch,Batch:6890
TC_00263,ReworkWeld,2024-01-05 00:54:00,Tube,Diam:13mm
TC_00279,ShipOrder,2024-01-20 11:08:00,Tube,Batch:6890
TC_00376,ShipOrder,2024-02-13 22:52:00,Batch,Diam:13mm
TC_00095,HoldQA,2024-01-31 12:17:00,Pallet,Batch:6890
TC_00155,WeldJoint,2024-03-03 06:00:00,Tube,Len:409cm
TC_00445,ShipOrder,2024-03-09 18:41:00,Tube,Diam:13mm
TC_00138,InspectVision,2024-01-18 11:12:00,Pallet,Diam:13mm
TC_00355,PackBox,2024-02-24 22:43:00,Tube,Diam:13mm
TC_00304,InspectVision,2024-03-03 11:17:00,Tube,Diam:13mm
TC_00365,PackBox,2024-01-04 21:15:00,Pallet,Diam:13mm
TC_00478,ShipOrder,2024-03-29 22:22:00,Pallet,Diam:13mm
TC_00379,WeldJoint,2024-02-12 10:44:00,Tube,Len:409cm
TC_00437,CoatSurface,2024-01-09 07:34:00,Tube,Batch:6890
TC_00261,PackBox,2024-02-08 19:17:00,Tube,Len:409cm
TC_00317,HoldQA,2024-02-25 14:24:00,Pallet,Batch:6890
TC_00040,CoatSurface,2024-02-04 14:54:00,Tube,Diam:13mm
TC_00382,InspectVision,2024-01-14 07:25:00,Tube,Diam:13mm
TC_00088,CutTube,2024-03-09 18:24:00,Pallet,Len:409cm
TC_00308,HoldQA,2024-03-16 20:09:00,Tube,Batch:6890
TC_00034,CutTube,2024-02-06 07:04:00,Pallet,Diam:13mm
TC_00147,InspectVision,2024-02-05 18:20:00,Pallet,Diam:13mm
TC_00105,CutTube,2024-01-18 19:56:00,Tube,Len:409cm
TC_00211,CoatSurface,2024-03-15 21:26:00,Batch,Diam:13mm
TC_00189,InspectVision,2024-03-15 09:48:00,Tube,Diam:13mm
TC_00369,CoatSurface,2024-01-09 15:03:00,Pallet,Diam:13mm
TC_00435,ReworkWeld,2024-02-03 06:16:00,Batch,Len:409cm
TC_00327,CutTube,2024-01-30 05:40:00,Tube,Batch:6890
TC_00035,PackBox,2024-03-06 12:13:00,Pallet,Diam:13mm
TC_00004,ShipOrder,2024-01-01 03:20:00,Tube,Batch:6890
TC_00432,ShipOrder,2024-03-16 04:44:00,Tube,Diam:13mm
TC_00151,CutTube,2024-03-20 22:45:00,Tube,Len:409cm
TC_00427,ShipOrder,2024-01-22 02:57:00,Batch,Len:409cm
TC_00384,CoatSurface,2024-01-26 15:40:00,Pallet,Batch:6890
TC_00245,CutTube,2024-02-15 01:25:00,Pallet,Batch:6890
TC_00201,WeldJoint,2024-02-21 11:52:00,Pallet,Batch:6890
TC_00026,InspectVision,2024-02-12 23:43:00,Tube,Batch:6890
TC_00057,ShipOrder,2024-03-23 16:14:00,Pallet,Batch:6890
TC_00132,ReworkWeld,2024-02-07 16:07:00,Tube,Len:409cm
TC_00175,PackBox,2024-01-24 20:01:00,Batch,Len:409cm
TC_00164,ShipOrder,2024-01-28 11:50:00,Pallet,Diam:13mm
TC_00433,InspectVision,2024-01-04 15:54:00,Tube,Batch:6890
TC_00437,WeldJoint,2024-02-24 04:34:00,Batch,Diam:13mm
TC_00226,ShipOrder,2024-03-28 00:59:00,Pallet,Diam:13mm
TC_00119,CoatSurface,2024-01-14 13:17:00,Batch,Diam:13mm
TC_00057,CutTube,2024-01-27 14:15:00,Pallet,Diam:13mm
TC_00494,InspectVision,2024-01-05 00:56:00,Batch,Batch:6890
TC_00054,CutTube,2024-03-17 10:34:00,Batch,Len:409cm
TC_00379,ReworkWeld,2024-02-02 07:52:00,Batch,Diam:13mm
TC_00154,PackBox,2024-01-18 17:44:00,Pallet,Batch:6890
TC_00129,CoatSurface,2024-01-18 01:18:00,Batch,Diam:13mm
TC_00196,PackBox,2024-02-25 01:35:00,Batch,Diam:13mm
TC_00397,ShipOrder,2024-03-08 18:38:00,Batch,Batch:6890
TC_00195,ReworkWeld,2024-01-19 07:37:00,Tube,Len:409cm
TC_00278,ShipOrder,2024-01-27 18:24:00,Pallet,Diam:13mm
TC_00268,HoldQA,2024-02-18 13:06:00,Pallet,Batch:6890
TC_00488,CoatSurface,2024-02-07 12:31:00,Tube,Len:409cm
TC_00460,CoatSurface,2024-02-01 08:42:00,Tube,Len:409cm
TC_00119,HoldQA,2024-02-17 11:41:00,Tube,Diam:13mm
TC_00426,HoldQA,2024-03-09 16:05:00,Tube,Diam:13mm
TC_00099,ReworkWeld,2024-03-09 21:05:00,Pallet,Diam:13mm
TC_00077,HoldQA,2024-03-24 14:05:00,Pallet,Diam:13mm
TC_00035,CutTube,2024-03-03 06:23:00,Pallet,Len:409cm
TC_00132,ReworkWeld,2024-01-06 07:43:00,Pallet,Batch:6890
TC_00360,HoldQA,2024-02-22 18:08:00,Batch,Diam:13mm
TC_00461,ShipOrder,2024-01-18 03:28:00,Pallet,Diam:13mm
TC_00294,WeldJoint,2024-02-29 18:59:00,Batch,Len:409cm
TC_00336,ReworkWeld,2024-02-04 04:53:00,Pallet,Len:409cm
TC_00081,CutTube,2024-01-19 05:11:00,Pallet,Len:409cm
TC_00169,CoatSurface,2024-03-16 10:20:00,Batch,Diam:13mm
TC_00025,CoatSurface,2024-02-06 09:14:00,Pallet,Len:409cm
TC_00379,PackBox,2024-02-01 01:48:00,Batch,Len:409cm
TC_00361,WeldJoint,2024-02-27 17:44:00,Tube,Batch:6890
TC_00400,PackBox,2024-03-26 04:52:00,Batch,Diam:13mm
TC_00304,ReworkWeld,2024-01-10 02:34:00,Tube,Diam:13mm
TC_00423,PackBox,2024-03-28 21:06:00,Pallet,Len:409cm
TC_00340,InspectVision,2024-01-09 03:16:00,Batch,Len:409cm
TC_00092,WeldJoint,2024-01-02 08:23:00,Pallet,Batch:6890
TC_00414,CoatSurface,2024-02-23 09:51:00,Pallet,Len:409cm
TC_00148,InspectVision,2024-03-06 10:36:00,Batch,Batch:6890
TC_00433,CutTube,2024-03-06 02:22:00,Batch,Len:409cm
TC_00133,InspectVision,2024-01-30 17:37:00,Tube,Batch:6890
TC_00072,CoatSurface,2024-01-18 08:56:00,Tube,Len:409cm
TC_00460,HoldQA,2024-02-04 08:28:00,Batch,Batch:6890
TC_00118,HoldQA,2024-01-10 12:25:00,Tube,Len:409cm
TC_00019,ReworkWeld,2024-03-17 23:41:00,Batch,Batch:6890
TC_00387,ReworkWeld,2024-03-13 05:50:00,Batch,Diam:13mm
TC_00462,PackBox,2024-03-22 02:43:00,Pallet,Diam:13mm
TC_00202,WeldJoint,2024-01-05 14:02:00,Pallet,Batch:6890
TC_00466,HoldQA,2024-02-28 09:21:00,Batch,Batch:6890
TC_00277,ShipOrder,2024-01-20 01:21:00,Pallet,Batch:6890
TC_00340,CoatSurface,2024-01-18 19:23:00,Tube,Len:409cm
TC_00342,ReworkWeld,2024-03-26 13:04:00,Batch,Batch:6890
TC_00359,InspectVision,2024-03-17 01:27:00,Tube,Len:409cm
TC_00471,ShipOrder,2024-03-25 08:03:00,Tube,Len:409cm
TC_00391,ShipOrder,2024-03-20 05:57:00,Batch,Batch:6890
TC_00210,ReworkWeld,2024-01-11 18:00:00,Tube,Diam:13mm
TC_00352,WeldJoint,2024-01-29 13:01:00,Pallet,Len:409cm
TC_00073,CutTube,2024-01-21 09:40:00,Pallet,Len:409cm
TC_00498,WeldJoint,2024-02-01 15:11:00,Tube,Len:409cm
TC_00282,ReworkWeld,2024-02-03 03:04:00,Pallet,Len:409cm
TC_00146,HoldQA,2024-02-09 01:58:00,Tube,Batch:6890
TC_00457,CutTube,2024-03-22 05:22:00,Pallet,Batch:6890
TC_00128,ShipOrder,2024-02-18 10:36:00,Batch,Len:409cm
TC_00320,PackBox,2024-03-03 03:28:00,Batch,Diam:13mm
TC_00018,HoldQA,2024-03-22 19:58:00,Batch,Diam:13mm
TC_00391,WeldJoint,2024-02-03 22:55:00,Tube,Diam:13mm
TC_00404,PackBox,2024-01-29 11:06:00,Batch,Diam:13mm
TC_00219,PackBox,2024-01-31 13:47:00,Pallet,Diam:13mm
TC_00069,PackBox,2024-03-20 20:31:00,Batch,Diam:13mm
TC_00485,CoatSurface,2024-01-16 13:31:00,Batch,Diam:13mm
TC_00469,InspectVision,2024-02-19 12:17:00,Batch,Diam:13mm
TC_00250,CutTube,2024-02-27 22:28:00,Pallet,Batch:6890
TC_00163,InspectVision,2024-02-19 09:25:00,Pallet,Batch:6890
TC_00013,WeldJoint,2024-01-24 14:45:00,Tube,Len:409cm
TC_00437,CutTube,2024-03-14 10:13:00,Batch,Len:409cm
TC_00340,CutTube,2024-03-08 04:56:00,Tube,Len:409cm
TC_00339,PackBox,2024-01-30 01:56:00,Batch,Len:409cm
TC_00021,ShipOrder,2024-01-09 23:53:00,Batch,Len:409cm
TC_00041,HoldQA,2024-02-03 22:48:00,Tube,Len:409cm
TC_00279,ShipOrder,2024-03-08 14:10:00,Batch,Batch:6890
TC_00186,PackBox,2024-01-15 06:23:00,Batch,Diam:13mm
TC_00349,ReworkWeld,2024-03-18 07:22:00,Pallet,Diam:13mm
TC_00069,HoldQA,2024-02-04 06:35:00,Tube,Diam:13mm
TC_00419,InspectVision,2024-01-07 21:45:00,Pallet,Diam:13mm
TC_00177,CutTube,2024-02-24 04:18:00,Batch,Batch:6890
TC_00168,WeldJoint,2024-01-15 22:32:00,Tube,Len:409cm
TC_00044,CoatSurface,2024-03-17 22:06:00,Pallet,Len:409cm
TC_00447,ReworkWeld,2024-02-28 17:32:00,Pallet,Diam:13mm
TC_00410,InspectVision,2024-03-06 23:24:00,Pallet,Len:409cm
TC_00045,InspectVision,2024-02-06 14:48:00,Pallet,Batch:6890
TC_00285,HoldQA,2024-02-09 06:23:00,Batch,Batch:6890
TC_00334,PackBox,2024-02-11 02:34:00,Pallet,Batch:6890
TC_00246,CutTube,2024-01-10 03:58:00,Tube,Len:409cm
TC_00308,ReworkWeld,2024-01-21 22:18:00,Pallet,Len:409cm
TC_00026,InspectVision,2024-01-28 05:44:00,Pallet,Batch:6890
TC_00410,PackBox,2024-02-14 08:31:00,Tube,Batch:6890
TC_00044,InspectVision,2024-01-13 04:03:00,Batch,Diam:13mm
TC_00099,CoatSurface,2024-03-18 11:30:00,Batch,Batch:6890
TC_00457,HoldQA,2024-02-01 14:09:00,Pallet,Batch:6890
TC_00480,InspectVision,2024-01-21 13:12:00,Batch,Batch:6890
TC_00451,PackBox,2024-01-14 10:21:00,Batch,Batch:6890
TC_00281,InspectVision,2024-01-31 20:01:00,Tube,Diam:13mm
TC_00335,WeldJoint,2024-03-30 09:43:00,Tube,Len:409cm
TC_00249,ReworkWeld,2024-03-20 21:33:00,Batch,Len:409cm
TC_00350,PackBox,2024-01-17 15:21:00,Batch,Diam:13mm
TC_00233,PackBox,2024-01-19 20:02:00,Tube,Batch:6890
TC_00189,WeldJoint,2024-03-05 04:27:00,Pallet,Batch:6890
TC_00380,HoldQA,2024-02-21 17:43:00,Tube,Batch:6890
TC_00133,InspectVision,2024-03-15 13:32:00,Pallet,Len:409cm
TC_00365,HoldQA,2024-03-12 21:17:00,Tube,Len:409cm
TC_00085,ReworkWeld,2024-01-07 00:48:00,Pallet,Diam:13mm
TC_00211,WeldJoint,2024-03-14 06:03:00,Batch,Batch:6890
TC_00034,CoatSurface,2024-03-22 23:52:00,Pallet,Diam:13mm
TC_00198,CoatSurface,2024-02-20 21:24:00,Batch,Diam:13mm
TC_00382,WeldJoint,2024-01-29 08:16:00,Pallet,Batch:6890
TC_00199,HoldQA,2024-02-05 11:13:00,Batch,Diam:13mm
TC_00092,CoatSurface,2024-02-20 16:07:00,Pallet,Len:409cm
TC_00448,PackBox,2024-01-07 07:26:00,Pallet,Len:409cm
TC_00195,CoatSurface,2024-01-28 03:52:00,Batch,Len:409cm
TC_00224,InspectVision,2024-02-05 21:04:00,Batch,Len:409cm
TC_00155,PackBox,2024-01-21 09:20:00,Batch,Diam:13mm
TC_00237,ReworkWeld,2024-03-14 14:31:00,Pallet,Batch:6890
TC_00033,InspectVision,2024-02-28 21:10:00,Pallet,Len:409cm
TC_00427,InspectVision,2024-01-14 19:32:00,Tube,Len:409cm
TC_00333,InspectVision,2024-03-11 12:41:00,Pallet,Len:409cm
TC_00120,ShipOrder,2024-03-01 10:13:00,Tube,Diam:13mm
TC_00243,PackBox,2024-01-15 22:28:00,Pallet,Len:409cm
TC_00191,CutTube,2024-03-19 19:35:00,Tube,Batch:6890
TC_00249,ReworkWeld,2024-01-17 02:54:00,Tube,Batch:6890
TC_00410,PackBox,2024-01-03 21:26:00,Pallet,Len:409cm
TC_00468,ReworkWeld,2024-03-17 15:13:00,Pallet,Batch:6890
TC_00267,CutTube,2024-02-04 21:47:00,Pallet,Batch:6890
TC_00280,ShipOrder,2024-01-02 22:58:00,Batch,Len:409cm
TC_00447,InspectVision,2024-01-21 16:41:00,Batch,Diam:13mm
TC_00280,ShipOrder,2024-03-13 02:25:00,Pallet,Diam:13mm
TC_00124,InspectVision,2024-01-23 11:17:00,Pallet,Diam:13mm
TC_00015,ReworkWeld,2024-03-27 12:52:00,Tube,Diam:13mm
TC_00252,PackBox,2024-03-30 04:17:00,Batch,Diam:13mm
TC_00212,PackBox,2024-02-16 12:28:00,Batch,Batch:6890
TC_00404,InspectVision,2024-02-01 23:24:00,Pallet,Len:409cm
TC_00215,WeldJoint,2024-01-23 21:26:00,Pallet,Batch:6890
TC_00393,InspectVision,2024-01-13 07:11:00,Tube,Len:409cm
TC_00259,HoldQA,2024-03-21 21:28:00,Tube,Batch:6890
TC_00150,WeldJoint,2024-02-19 22:53:00,Tube,Len:409cm
TC_00277,InspectVision,2024-02-23 09:43:00,Batch,Batch:6890
TC_00091,CutTube,2024-02-17 15:59:00,Tube,Batch:6890
TC_00047,PackBox,2024-03-30 02:02:00,Tube,Diam:13mm
TC_00423,PackBox,2024-01-16 17:57:00,Tube,Batch:6890
TC_00431,InspectVision,2024-02-12 15:28:00,Pallet,Diam:13mm
TC_00104,ReworkWeld,2024-01-17 19:11:00,Pallet,Len:409cm
TC_00496,CutTube,2024-03-26 03:15:00,Tube,Diam:13mm
TC_00363,PackBox,2024-03-16 08:44:00,Tube,Diam:13mm
TC_00284,HoldQA,2024-02-06 12:26:00,Pallet,Batch:6890
TC_00435,PackBox,2024-03-03 20:36:00,Batch,Batch:6890
TC_00284,PackBox,2024-02-09 07:30:00,Batch,Batch:6890
TC_00460,PackBox,2024-01-10 01:07:00,Batch,Diam:13mm
TC_00014,CutTube,2024-02-23 05:12:00,Pallet,Len:409cm
TC_00223,CutTube,2024-03-01 18:44:00,Tube,Batch:6890
TC_00409,HoldQA,2024-01-26 14:02:00,Tube,Diam:13mm
TC_00400,WeldJoint,2024-03-20 20:50:00,Tube,Diam:13mm
TC_00110,ReworkWeld,2024-02-24 04:55:00,Batch,Len:409cm
TC_00325,PackBox,2024-02-16 06:20:00,Tube,Diam:13mm
TC_00264,WeldJoint,2024-02-12 19:48:00,Tube,Batch:6890
TC_00052,CutTube,2024-02-27 09:37:00,Tube,Len:409cm
TC_00158,WeldJoint,2024-03-09 13:26:00,Pallet,Diam:13mm
TC_00344,ShipOrder,2024-02-18 12:36:00,Batch,Batch:6890
TC_00227,CoatSurface,2024-02-18 12:14:00,Pallet,Batch:6890
TC_00038,CoatSurface,2024-03-07 14:02:00,Tube,Batch:6890
TC_00405,ReworkWeld,2024-01-08 08:31:00,Batch,Len:409cm
TC_00314,ReworkWeld,2024-02-01 19:06:00,Batch,Batch:6890
TC_00377,ReworkWeld,2024-01-31 07:46:00,Pallet,Diam:13mm
TC_00247,PackBox,2024-01-06 12:25:00,Batch,Len:409cm
TC_00304,CutTube,2024-01-25 23:25:00,Tube,Len:409cm
TC_00165,PackBox,2024-03-06 19:01:00,Pallet,Diam:13mm
TC_00452,WeldJoint,2024-01-02 23:15:00,Tube,Diam:13mm
TC_00437,WeldJoint,2024-03-03 09:58:00,Batch,Diam:13mm
TC_00223,CutTube,2024-02-12 20:32:00,Batch,Len:409cm
TC_00142,ReworkWeld,2024-02-23 16:55:00,Tube,Len:409cm
TC_00055,HoldQA,2024-03-08 18:35:00,Tube,Batch:6890
TC_00340,PackBox,2024-01-05 20:45:00,Pallet,Batch:6890
TC_00488,HoldQA,2024-03-24 14:15:00,Pallet,Diam:13mm
TC_00233,WeldJoint,2024-01-20 19:11:00,Pallet,Batch:6890
TC_00262,ShipOrder,2024-01-12 15:25:00,Tube,Batch:6890
TC_00226,PackBox,2024-02-11 15:38:00,Tube,Batch:6890
TC_00380,ShipOrder,2024-02-01 18:53:00,Batch,Batch:6890
TC_00325,CoatSurface,2024-01-25 08:12:00,Batch,Len:409cm
TC_00306,CutTube,2024-01-18 02:45:00,Pallet,Len:409cm
TC_00217,PackBox,2024-02-09 10:35:00,Pallet,Diam:13mm
TC_00380,WeldJoint,2024-02-03 08:29:00,Batch,Batch:6890
TC_00117,PackBox,2024-01-06 18:41:00,Tube,Batch:6890
TC_00360,CoatSurface,2024-02-26 01:37:00,Batch,Diam:13mm
TC_00216,InspectVision,2024-03-14 08:29:00,Batch,Diam:13mm
TC_00269,ReworkWeld,2024-01-25 15:07:00,Pallet,Len:409cm
TC_00331,HoldQA,2024-02-08 20:25:00,Tube,Batch:6890
TC_00004,CoatSurface,2024-03-29 04:46:00,Batch,Batch:6890
TC_00263,WeldJoint,2024-01-29 14:16:00,Batch,Diam:13mm
TC_00208,CoatSurface,2024-03-16 03:24:00,Tube,Batch:6890
TC_00206,ShipOrder,2024-02-20 02:58:00,Tube,Batch:6890
TC_00113,CutTube,2024-03-08 12:16:00,Batch,Batch:6890
TC_00229,CutTube,2024-01-02 19:45:00,Batch,Diam:13mm
TC_00462,CutTube,2024-03-20 06:33:00,Tube,Diam:13mm
TC_00138,WeldJoint,2024-02-06 02:49:00,Tube,Len:409cm
TC_00269,CutTube,2024-01-12 05:43:00,Tube,Diam:13mm
TC_00047,InspectVision,2024-02-19 11:17:00,Tube,Diam:13mm
TC_00235,PackBox,2024-01-30 18:53:00,Tube,Len:409cm
TC_00013,CoatSurface,2024-03-25 17:21:00,Batch,Diam:13mm
TC_00354,WeldJoint,2024-01-18 10:15:00,Tube,Batch:6890
TC_00491,PackBox,2024-02-25 14:08:00,Batch,Len:409cm
TC_00273,HoldQA,2024-03-06 23:33:00,Tube,Len:409cm
TC_00488,CoatSurface,2024-01-19 08:40:00,Pallet,Len:409cm
TC_00282,CoatSurface,2024-01-12 04:38:00,Batch,Len:409cm
TC_00466,InspectVision,2024-01-14 10:19:00,Batch,Batch:6890
TC_00242,CoatSurface,2024-03-01 00:28:00,Batch,Diam:13mm
TC_00484,PackBox,2024-01-06 04:25:00,Batch,Batch:6890
TC_00197,PackBox,2024-02-25 03:16:00,Pallet,Batch:6890
TC_00075,PackBox,2024-02-18 00:07:00,Tube,Batch:6890
TC_00060,CoatSurface,2024-01-30 17:20:00,Tube,Batch:6890
TC_00123,InspectVision,2024-03-17 21:29:00,Pallet,Diam:13mm
TC_00139,ShipOrder,2024-03-11 00:46:00,Pallet,Len:409cm
TC_00004,ReworkWeld,2024-01-15 11:51:00,Tube,Batch:6890
TC_00302,CutTube,2024-01-16 05:39:00,Batch,Diam:13mm
TC_00343,CoatSurface,2024-02-22 22:23:00,Batch,Len:409cm
TC_00172,ShipOrder,2024-02-16 07:04:00,Batch,Len:409cm
TC_00104,HoldQA,2024-02-20 16:22:00,Pallet,Batch:6890
TC_00463,ShipOrder,2024-03-11 20:10:00,Batch,Batch:6890
TC_00161,ShipOrder,2024-01-08 17:30:00,Pallet,Diam:13mm
TC_00329,CutTube,2024-01-15 00:20:00,Pallet,Batch:6890
TC_00112,WeldJoint,2024-03-14 08:07:00,Pallet,Diam:13mm
TC_00332,InspectVision,2024-03-07 23:52:00,Batch,Diam:13mm
TC_00163,PackBox,2024-03-12 20:26:00,Tube,Batch:6890
TC_00325,HoldQA,2024-03-24 16:54:00,Tube,Diam:13mm
TC_00389,WeldJoint,2024-01-14 07:33:00,Batch,Batch:6890
TC_00398,PackBox,2024-01-18 16:20:00,Batch,Batch:6890
TC_00079,PackBox,2024-01-02 01:30:00,Tube,Diam:13mm
TC_00341,HoldQA,2024-01-14 04:23:00,Pallet,Len:409cm
TC_00485,HoldQA,2024-01-10 01:38:00,Pallet,Len:409cm
TC_00057,InspectVision,2024-03-24 10:11:00,Batch,Len:409cm
TC_00161,ReworkWeld,2024-01-26 12:17:00,Tube,Len:409cm
TC_00497,WeldJoint,2024-01-23 23:29:00,Batch,Diam:13mm
TC_00326,InspectVision,2024-01-12 12:52:00,Tube,Batch:6890
TC_00468,PackBox,2024-02-06 00:59:00,Pallet,Diam:13mm
TC_00327,ShipOrder,2024-03-04 21:36:00,Tube,Batch:6890
TC_00306,HoldQA,2024-01-16 16:41:00,Batch,Batch:6890
TC_00140,ShipOrder,2024-01-09 22:56:00,Pallet,Len:409cm
TC_00097,CutTube,2024-03-08 02:15:00,Tube,Len:409cm
TC_00031,HoldQA,2024-02-19 09:35:00,Pallet,Diam:13mm
TC_00103,PackBox,2024-02-24 09:42:00,Pallet,Batch:6890
TC_00411,WeldJoint,2024-01-28 20:36:00,Pallet,Len:409cm
TC_00434,PackBox,2024-01-05 11:26:00,Batch,Batch:6890
TC_00328,WeldJoint,2024-01-19 21:47:00,Pallet,Batch:6890
TC_00377,CutTube,2024-02-25 17:27:00,Pallet,Len:409cm
TC_00298,CoatSurface,2024-01-23 00:53:00,Tube,Batch:6890
TC_00035,CutTube,2024-02-05 16:47:00,Pallet,Len:409cm
TC_00295,PackBox,2024-01-10 23:13:00,Tube,Diam:13mm
TC_00380,ReworkWeld,2024-01-24 05:29:00,Tube,Diam:13mm
TC_00445,CoatSurface,2024-03-09 14:04:00,Batch,Batch:6890
TC_00265,InspectVision,2024-03-19 20:48:00,Pallet,Batch:6890
TC_00475,WeldJoint,2024-01-09 05:46:00,Batch,Diam:13mm
TC_00218,WeldJoint,2024-02-05 20:41:00,Batch,Len:409cm
TC_00372,PackBox,2024-02-12 16:21:00,Tube,Len:409cm
TC_00088,InspectVision,2024-02-07 08:11:00,Tube,Len:409cm
TC_00134,ReworkWeld,2024-03-18 08:54:00,Tube,Len:409cm
TC_00321,CoatSurface,2024-02-12 05:18:00,Pallet,Len:409cm
TC_00033,InspectVision,2024-01-23 20:24:00,Batch,Diam:13mm
TC_00075,HoldQA,2024-01-12 14:21:00,Pallet,Batch:6890
TC_00309,HoldQA,2024-01-01 10:46:00,Tube,Diam:13mm
TC_00289,ShipOrder,2024-03-21 19:28:00,Batch,Diam:13mm
TC_00463,ShipOrder,2024-03-09 19:48:00,Batch,Len:409cm
TC_00195,ShipOrder,2024-01-19 22:55:00,Pallet,Diam:13mm
TC_00231,InspectVision,2024-02-27 19:51:00,Pallet,Batch:6890
TC_00395,WeldJoint,2024-01-19 14:22:00,Pallet,Len:409cm
TC_00049,ReworkWeld,2024-02-28 08:38:00,Tube,Batch:6890
TC_00304,PackBox,2024-03-18 20:15:00,Batch,Len:409cm
TC_00309,WeldJoint,2024-01-14 15:35:00,Pallet,Diam:13mm
TC_00253,InspectVision,2024-01-21 17:47:00,Batch,Batch:6890
TC_00221,WeldJoint,2024-01-23 00:04:00,Tube,Batch:6890
TC_00160,InspectVision,2024-01-07 09:26:00,Batch,Batch:6890
TC_00205,ShipOrder,2024-01-17 08:59:00,Tube,Batch:6890
TC_00033,CoatSurface,2024-01-29 12:04:00,Tube,Len:409cm
TC_00483,CutTube,2024-03-14 10:02:00,Batch,Batch:6890
TC_00049,ReworkWeld,2024-01-02 00:39:00,Pallet,Len:409cm
TC_00169,CutTube,2024-02-24 23:40:00,Tube,Len:409cm
TC_00387,InspectVision,2024-01-22 11:38:00,Tube,Diam:13mm
TC_00057,WeldJoint,2024-02-29 08:07:00,Tube,Batch:6890
TC_00410,ReworkWeld,2024-02-18 13:23:00,Tube,Batch:6890
TC_00103,CoatSurface,2024-02-10 19:48:00,Pallet,Len:409cm
TC_00400,HoldQA,2024-02-05 03:45:00,Pallet,Diam:13mm
TC_00459,WeldJoint,2024-03-17 12:34:00,Batch,Batch:6890
TC_00065,CoatSurface,2024-03-22 04:03:00,Tube,Diam:13mm
TC_00042,InspectVision,2024-02-05 02:59:00,Batch,Diam:13mm
TC_00080,WeldJoint,2024-03-25 10:57:00,Pallet,Diam:13mm
TC_00098,CutTube,2024-03-27 08:15:00,Pallet,Batch:6890
TC_00146,ShipOrder,2024-01-06 09:11:00,Pallet,Len:409cm
TC_00166,ShipOrder,2024-02-28 04:16:00,Batch,Diam:13mm
TC_00012,HoldQA,2024-01-26 07:44:00,Tube,Batch:6890
TC_00128,CoatSurface,2024-03-05 00:06:00,Batch,Len:409cm
TC_00003,CoatSurface,2024-02-12 18:34:00,Batch,Diam:13mm
TC_00080,ReworkWeld,2024-03-01 14:23:00,Pallet,Diam:13mm
TC_00499,InspectVision,2024-02-28 14:04:00,Tube,Batch:6890
TC_00167,ReworkWeld,2024-01-30 19:30:00,Pallet,Len:409cm
TC_00032,WeldJoint,2024-03-02 12:13:00,Tube,Diam:13mm
TC_00271,InspectVision,2024-01-12 14:22:00,Batch,Batch:6890
TC_00367,HoldQA,2024-01-12 04:54:00,Batch,Diam:13mm
TC_00451,PackBox,2024-01-09 20:21:00,Pallet,Diam:13mm
TC_00138,ShipOrder,2024-02-15 12:58:00,Pallet,Len:409cm
TC_00422,PackBox,2024-01-06 02:43:00,Tube,Batch:6890
TC_00020,CoatSurface,2024-01-02 10:47:00,Tube,Len:409cm
TC_00087,CoatSurface,2024-03-30 15:23:00,Tube,Diam:13mm
TC_00136,ReworkWeld,2024-02-06 12:31:00,Batch,Diam:13mm
TC_00368,CutTube,2024-03-05 01:18:00,Tube,Batch:6890
TC_00149,WeldJoint,2024-01-31 07:16:00,Tube,Diam:13mm
TC_00300,InspectVision,2024-02-01 20:20:00,Pallet,Diam:13mm
TC_00198,WeldJoint,2024-02-13 10:57:00,Tube,Diam:13mm
TC_00036,ReworkWeld,2024-01-06 02:55:00,Pallet,Batch:6890
TC_00233,InspectVision,2024-03-10 20:50:00,Pallet,Diam:13mm
TC_00483,HoldQA,2024-01-13 19:57:00,Tube,Batch:6890
TC_00039,PackBox,2024-01-06 19:52:00,Pallet,Diam:13mm
TC_00049,CutTube,2024-01-17 23:17:00,Batch,Diam:13mm
TC_00402,PackBox,2024-01-27 18:10:00,Pallet,Len:409cm
TC_00336,WeldJoint,2024-03-04 23:14:00,Batch,Batch:6890
